Type	ID	Name	Modified	Version List	Date	Time	Compiled	Locked	Locked By
3	211	Customer - Payment Receipt	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	212	Sales Prepmt. Document Test	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	214	Pick Instruction	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	215	Archived Sales Quote	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	216	Archived Sales Order	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	291	Delete Invd Blnkt Sales Orders	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	292	Copy Sales Document	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	295	Combine Shipments	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	296	Batch Post Sales Orders	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	297	Batch Post Sales Invoices	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	298	Batch Post Sales Credit Memos	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	299	Delete Invoiced Sales Orders	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	301	Vendor - List	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	303	Vendor Register	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	304	Vendor - Detail Trial Balance	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	305	Vendor - Summary Aging	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	307	Vendor - Order Summary	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	308	Vendor - Order Detail	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	309	Vendor - Purchase List	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	310	Vendor - Labels	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	311	Vendor - Top 10 List	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	312	Purchase Statistics	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	313	Vendor/Item Purchases	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	319	Payments on Hold	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	320	Vendor Item Catalog	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	321	Vendor - Balance to Date	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	322	Aged Accounts Payable	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	324	Purchase Invoice Nos.	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	325	Purchase Credit Memo Nos.	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	328	Vendor Document Nos.	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	329	Vendor - Trial Balance	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	357	Copy Company	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	393	Suggest Vendor Payments	No	NAVW17.10,NAVDK7.10	23-09-13	12:00:00	Yes	No	
3	398	Date Compress Vendor Ledger	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	402	Purchase Document - Test	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	404	Purchase - Quote	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	405	Order	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	406	Purchase - Invoice	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	407	Purchase - Credit Memo	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	408	Purchase - Receipt	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	409	Purchase Reservation Avail.	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	410	Blanket Purchase Order	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	411	Vendor - Payment Receipt	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	412	Purchase Prepmt. Doc. - Test	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	415	Archived Purchase Quote	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	416	Archived Purchase Order	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	417	Arch.Purch. Return Order	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	418	Arch. Sales Return Order	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	491	Delete Invd Blnkt Purch Orders	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	492	Copy Purchase Document	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	493	Carry Out Action Msg. - Req.	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	496	Batch Post Purchase Orders	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	497	Batch Post Purchase Invoices	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	498	Batch Post Purch. Credit Memos	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	499	Delete Invoiced Purch. Orders	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	501	Intrastat - Form	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	502	Intrastat - Checklist	No	NAVW17.10,NAVDK7.10	23-09-13	12:00:00	Yes	No	
3	503	Foreign Currency Balance	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	505	XBRL Export Instance - Spec. 2	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	506	XBRL Mapping of G/L Accounts	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	507	XBRL Copy Setup	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	508	Change Log Setup List	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	509	Change Log Entries	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	510	Change Log - Delete	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	511	Complete IC Inbox Action	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	512	IC Transactions	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	513	Move IC Trans. to Partner Comp	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	593	Intrastat - Make Disk Tax Auth	No	NAVW17.00,NAVDK7.00	07-09-12	12:00:00	Yes	No	
3	594	Get Item Ledger Entries	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	595	Adjust Exchange Rates	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	600	Approval User Setup Test	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	698	Get Sales Orders	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	699	Calculate Plan - Req. Wksh.	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	701	Inventory - List	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	702	Inventory Posting - Test	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	703	Item Register - Quantity	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	704	Inventory - Transaction Detail	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	705	Inventory Availability	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	706	Status	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	707	Inventory - Availability Plan	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	708	Inventory Order Details	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	709	Inventory Purchase Orders	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	711	Inventory - Top 10 List	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	712	Inventory - Sales Statistics	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	713	Inventory - Customer Sales	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	714	Inventory - Vendor Purchases	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	715	Price List	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	716	Inventory Cost and Price List	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	717	Inventory - Reorders	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	718	Inventory - Sales Back Orders	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	720	Item/Vendor Catalog	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	721	Inventory - Cost Variance	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	722	Phys. Inventory List	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	740	VAT Report Print	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	741	VAT Report Suggest Lines	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	750	Save as Standard Gen. Journal	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	751	Save as Standard Item Journal	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	752	Work Order	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	789	Delete Phys. Inventory Ledger	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	790	Calculate Inventory	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	794	Adjust Item Costs/Prices	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	795	Adjust Cost - Item Entries	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	799	Delete Empty Item Registers	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	801	Assembly BOMs	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	809	Where-Used List	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	810	Assembly BOM - Raw Materials	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	811	Assembly BOM - Subassemblies	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	812	Assembly BOM - End Items	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	813	Inventory Picking List	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	840	Suggest Worksheet Lines	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	846	Cash Flow Date List	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	852	Cash Flow Dimensions - Detail	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	900	Batch Post Assembly Orders	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	901	Copy Assembly Document	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	902	Assembly Order	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	910	Posted Assembly Order	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	915	Assemble to Order - Sales	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	950	Create Time Sheets	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	951	Suggest Res. Jnl. Lines	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	952	Suggest Job Jnl. Lines	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	953	Move Time Sheets to Archive	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	1001	Inventory Valuation	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	1002	Post Inventory Cost to G/L	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	1003	Post Invt. Cost to G/L - Test	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	1004	Close Inventory Period - Test	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	1005	Job Journal - Test	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	1006	Job - Planning Lines	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	1007	Job - Transaction Detail	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	1008	Job Analysis	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	1009	Job Actual To Budget	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	1010	Job WIP To G/L	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	1011	Job Suggested Billing	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	1012	Jobs per Customer	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	1013	Items per Job	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	1014	Jobs per Item	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	1015	Job Register	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	1085	Job Post WIP to G/L	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	1086	Job Calculate WIP	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	1087	Change Job Dates	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	1088	Job Split Planning Line	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	1090	Job Calc. Remaining Usage	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	1091	Job Transfer To Planning Lines	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	1092	Job Transfer to Credit Memo	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	1093	Job Create Sales Invoice	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	1094	Job Transfer to Sales Invoice	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	1095	Update Job Item Cost	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	1101	Resource - List	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	1102	Resource Journal - Test	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	1103	Resource Register	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	1105	Resource Statistics	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	1106	Resource Usage	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	1107	Resource - Cost Breakdown	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	1115	Resource - Price List	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	1123	Cost Acctg. Stmt. per Period	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	1125	Cost Types Details	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	1126	Cost Acctg. Statement	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	1127	Cost Acctg. Analysis	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	1128	Cost Acctg. Journal	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	1129	Cost Allocations	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	1130	Delete Cost Entries	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	1131	Cost Allocation	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	1133	Cost Acctg. Statement/Budget	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	1134	Copy Cost Budget	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	1135	Copy G/L Budget to Cost Acctg.	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	1136	Copy Cost Acctg. Budget to G/L	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	1137	Transfer Budget to Actual	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	1138	Cost Acctg. Balance/Budget	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	1139	Delete Cost Budget Entries	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	1140	Update Cost Acctg. Dimensions	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	1141	Delete Old Cost Entries	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	1142	Export Cost Budget to Excel	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	1143	Import Cost Budget from Excel	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	1144	Cost Register	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	1191	Suggest Res. Price Chg. (Res.)	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	1192	Suggest Res. Price Chg.(Price)	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	1193	Implement Res. Price Change	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	1195	Adjust Resource Costs/Prices	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	1198	Date Compress Resource Ledger	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	1199	Delete Empty Res. Registers	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	1200	Create Direct Debit Collection	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	1201	Post Direct Debit Collection	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	1252	Match Bank Entries	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	1301	Print ASCII File	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	1401	Check	No	NAVW17.10,NAVDK7.10	23-09-13	12:00:00	Yes	No	
3	1402	Bank Account - List	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	1403	Bank Account Register	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	1404	Bank Acc. - Detail Trial Bal.	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	1405	Bank Account - Labels	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	1406	Bank Account - Check Details	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	1407	Bank Account Statement	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	1408	Bank Acc. Recon. - Test	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	1495	Delete Check Ledger Entries	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	1496	Suggest Bank Acc. Recon. Lines	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	1497	Trans. Bank Rec. to Gen. Jnl.	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	1498	Date Compress Bank Acc. Ledger	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	5050	Contact - List	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5051	Contact - Company Summary	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5053	Contact - Person Summary	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5055	Contact - Cover Sheet	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5056	Contact - Labels	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5057	Salesperson - To-dos	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5058	Salesperson - Opportunities	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5059	Team - To-dos	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5060	Campaign - Details	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5061	Opportunity - List	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5062	Sales Cycle - Analysis	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5063	Segment - Contacts	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5064	Segment - Cover Sheet	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5065	Segment - Labels	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5066	Questionnaire - Handouts	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5067	Questionnaire - Test	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5068	Opportunity - Details	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5177	Delete Purchase Quote Versions	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	5178	Delete Purchase Order Versions	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	5179	Delete Sales Quote Versions	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	5180	Delete Sales Order Versions	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	5181	Relocate Attachments	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5182	Delete Opportunities	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	5183	Resend Attachments	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	5184	Apply Mailing Group	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	5185	Log Segment	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	5186	Remove Contacts	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5187	Generate Dupl. Search String	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	5188	Delete To-dos	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	5189	Delete Campaign Entries	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	5190	Delete Interaction Log Entries	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	5191	Delete Logged Segments	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	5193	Create Conts. from Bank Accs.	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	5194	Create Conts. from Vendors	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	5195	Create Conts. from Customers	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	5196	Remove Contacts - Refine	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5197	Remove Contacts - Reduce	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	5198	Add Contacts	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	5199	Update Contact Classification	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	5200	Employee - Labels	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5201	Employee - List	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5202	Employee - Misc. Article Info.	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5203	Employee - Confidential Info.	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5204	Employee - Staff Absences	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5205	Employee - Absences by Causes	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5206	Employee - Qualifications	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5207	Employee - Addresses	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5208	Employee - Relatives	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5209	Employee - Birthdays	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5210	Employee - Phone Nos.	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5211	Employee - Unions	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5212	Employee - Contracts	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5213	Employee - Alt. Addresses	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5300	Outlook Synch. Change Log Set.	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5405	Calc. Consumption	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5500	Prod. Order Comp. and Routing	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5600	Fixed Asset - Analysis	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5601	Fixed Asset - List	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5602	Fixed Asset Journal - Test	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5603	Fixed Asset Register	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5604	Fixed Asset - Details	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5605	Fixed Asset - Book Value 01	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5606	Fixed Asset - Book Value 02	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5607	Fixed Asset - Projected Value	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5608	Fixed Asset - Acquisition List	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5610	Fixed Asset - G/L Analysis	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5611	FA Posting Group - Net Change	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5620	Insurance - Analysis	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5621	Insurance - List	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5622	Insurance Journal - Test	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5623	Insurance Register	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5624	Insurance - Coverage Details	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5625	Insurance - Tot. Value Insured	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5626	Insurance - Uninsured FAs	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5630	Maintenance - Analysis	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5633	Maintenance Register	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5634	Maintenance - Details	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5635	Maintenance - Next Service	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5636	Fixed Asset Document Nos.	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5683	Create Sum of Digits Table	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	5684	Copy FA Entries to G/L Budget	No	NAVW17.10,NAVDK7.10	23-09-13	12:00:00	Yes	No	
3	5685	Copy Fixed Asset	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	5686	Cancel FA Entries	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	5687	Copy Depreciation Book	No	NAVW17.10,NAVDK7.10	23-09-13	12:00:00	Yes	No	
3	5688	Cancel FA Ledger Entries	No	NAVW17.10,NAVDK7.10	23-09-13	12:00:00	Yes	No	
3	5689	Create FA Depreciation Books	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	5690	Index Fixed Assets	No	NAVW17.10,NAVDK7.10	23-09-13	12:00:00	Yes	No	
3	5691	Index Insurance	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	5692	Calculate Depreciation	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5693	Delete Empty FA Registers	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	5695	Delete Empty Insurance Reg.	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	5696	Date Compress FA Ledger	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	5697	Date Compress Insurance Ledger	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	5698	Date Compress Maint. Ledger	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	5700	Nonstock Item Sales	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5701	Item Substitutions	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5702	Inventory - Inbound Transfer	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5703	Transfer Order	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5704	Transfer Shipment	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5705	Transfer Receipt	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5706	Create Stockkeeping Unit	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	5751	Put-away List	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5752	Picking List	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5753	Get Source Documents	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5754	Create Pick	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	5755	Delete Registered Whse. Docs.	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5756	Create Warehouse Location	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
3	5757	Check on Negative Inventory	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5801	Invt. Valuation - Cost Spec.	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5802	Inventory Valuation - WIP	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5805	Item Register - Value	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5806	Item Charges - Specification	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5807	Item Age Composition - Qty.	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
3	5808	Item Age Composition - Value	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
