Type	ID	Name	Caption	Modified	Version List	Date	Time	Compiled	Locked	Locked By
1	7320	Warehouse Shipment Header	Warehouse Shipment Header	No	NAVW17.10.00.36035	21-01-14	12:00:00	Yes	No	
1	7321	Warehouse Shipment Line	Warehouse Shipment Line	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	7322	Posted Whse. Shipment Header	Posted Whse. Shipment Header	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	7323	Posted Whse. Shipment Line	Posted Whse. Shipment Line	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	7324	Whse. Put-away Request	Whse. Put-away Request	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	7325	Whse. Pick Request	Whse. Pick Request	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	7326	Whse. Worksheet Line	Whse. Worksheet Line	No	NAVW17.10.00.35701	10-11-13	12:00:00	Yes	No	
1	7327	Whse. Worksheet Name	Whse. Worksheet Name	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	7328	Whse. Worksheet Template	Whse. Worksheet Template	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	7330	Bin Content Buffer	Bin Content Buffer	No	NAVW16.00.01	14-08-09	12:00:00	Yes	No	
1	7331	Whse. Internal Put-away Header	Whse. Internal Put-away Header	No	NAVW17.10.00.37799	28-08-14	12:00:00	Yes	No	
1	7332	Whse. Internal Put-away Line	Whse. Internal Put-away Line	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	7333	Whse. Internal Pick Header	Whse. Internal Pick Header	No	NAVW17.10.00.37799	28-08-14	12:00:00	Yes	No	
1	7334	Whse. Internal Pick Line	Whse. Internal Pick Line	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	7335	Bin Template	Bin Template	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	7336	Bin Creation Wksh. Template	Bin Creation Wksh. Template	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	7337	Bin Creation Wksh. Name	Bin Creation Wksh. Name	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	7338	Bin Creation Worksheet Line	Bin Creation Worksheet Line	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	7340	Posted Invt. Put-away Header	Posted Invt. Put-away Header	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	7341	Posted Invt. Put-away Line	Posted Invt. Put-away Line	No	NAVW17.10.00.37799	28-08-14	12:00:00	Yes	No	
1	7342	Posted Invt. Pick Header	Posted Invt. Pick Header	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	7343	Posted Invt. Pick Line	Posted Invt. Pick Line	No	NAVW17.10.00.37799	28-08-14	12:00:00	Yes	No	
1	7344	Registered Invt. Movement Hdr.	Registered Invt. Movement Hdr.	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	7345	Registered Invt. Movement Line	Registered Invt. Movement Line	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	7346	Internal Movement Header	Internal Movement Header	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	7347	Internal Movement Line	Internal Movement Line	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	7350	Lot Numbers by Bin Buffer	Lot Numbers by Bin Buffer	No	NAVW17.10.00.35701	10-11-13	12:00:00	Yes	No	
1	7354	Bin	Bin	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	7360	Reservation Entry Buffer	Reservation Entry Buffer	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	7380	Phys. Invt. Item Selection	Phys. Invt. Item Selection	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	7381	Phys. Invt. Counting Period	Phys. Invt. Counting Period	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	7600	Base Calendar	Base Calendar	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	7601	Base Calendar Change	Base Calendar Change	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	7602	Customized Calendar Change	Customized Calendar Change	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	7603	Customized Calendar Entry	Customized Calendar Entry	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	7604	Where Used Base Calendar	Where Used Base Calendar	No	NAVW16.00	05-11-08	12:00:00	Yes	No	
1	7700	Miniform Header	Miniform Header	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	7701	Miniform Line	Miniform Line	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	7702	Miniform Function Group	Miniform Function Group	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	7703	Miniform Function	Miniform Function	No	NAVW16.00	05-11-08	12:00:00	Yes	No	
1	7704	Item Identifier	Item Identifier	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	7710	ADCS User	ADCS User	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	8383	Dimensions Field Map	Dimensions Field Map	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	8610	Config. Questionnaire	Config. Questionnaire	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	8611	Config. Question Area	Config. Question Area	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	8612	Config. Question	Config. Question	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	8613	Config. Package Table	Config. Package Table	No	NAVW17.10.00.36703	10-05-14	12:00:00	Yes	No	
1	8614	Config. Package Record	Config. Package Record	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	8615	Config. Package Data	Config. Package Data	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	8616	Config. Package Field	Config. Package Field	No	NAVW17.10.00.36366	01-04-14	12:00:00	Yes	No	
1	8617	Config. Package Error	Config. Package Error	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	8618	Config. Template Header	Config. Template Header	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	8619	Config. Template Line	Config. Template Line	No	NAVW17.10.00.37221	28-06-14	12:00:00	Yes	No	
1	8621	Config. Selection	Config. Selection	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	8622	Config. Line	Config. Line	No	NAVW17.10.00.36035	21-01-14	12:00:00	Yes	No	
1	8623	Config. Package	Config. Package	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	8624	Config. Related Field	Config. Related Field	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	8625	Config. Related Table	Config. Related Table	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	8626	Config. Package Filter	Config. Package Filter	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	8627	Config. Setup	Config. Setup	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	9050	Warehouse Basic Cue	Warehouse Basic Cue	No	NAVW16.00	05-11-08	12:00:00	Yes	No	
1	9051	Warehouse WMS Cue	Warehouse WMS Cue	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	9052	Service Cue	Service Cue	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	9053	Sales Cue	Sales Cue	No	NAVW17.10.00.36281,EFAK7.10.00.3.05	04-07-14	12:24:33	Yes	No	
1	9054	Finance Cue	Finance Cue	Yes	NAVW17.10,PM7.10.00.2.14,XXX	30-01-15	09:00:28	Yes	No	
1	9055	Purchase Cue	Purchase Cue	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	9056	Manufacturing Cue	Manufacturing Cue	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	9057	Job Cue	Job Cue	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	9058	Warehouse Worker WMS Cue	Warehouse Worker WMS Cue	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	9059	Administration Cue	Administration Cue	No	NAVW16.00	05-11-08	12:00:00	Yes	No	
1	9060	SB Owner Cue	SB Owner Cue	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	9061	RapidStart Services Cue	RapidStart Services Cue	No	NAVW17.10	23-09-13	12:00:00	Yes	No	
1	9150	My Customer	My Customer	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	9151	My Vendor	My Vendor	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	9152	My Item	My Item	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	9180	Generic Chart Setup	Generic Chart Setup	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	9181	Generic Chart Filter	Generic Chart Filter	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	9182	Generic Chart Y-Axis	Generic Chart Y-Axis	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	9183	Generic Chart Query Column	Generic Chart Query Column	No	NAVW17.10.00.36366	01-04-14	12:00:00	Yes	No	
1	9185	Generic Chart Captions Buffer	Generic Chart Captions Buffer	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	9186	Generic Chart Memo Buffer	Generic Chart Memo Buffer	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	9600	XML Schema	XML Schema	No	NAVW17.10.00.35800	02-12-13	12:00:00	Yes	No	
1	9610	XML Schema Element	XML Schema Element	No	NAVW17.10.00.35800	02-12-13	12:00:00	Yes	No	
1	9611	XML Schema Restriction	XML Schema Restriction	No	NAVW17.10.00.35800	02-12-13	12:00:00	Yes	No	
1	9805	Table Filter	Table Filter	No	NAVW17.00	07-09-12	12:00:00	Yes	No	
1	13600	OIOUBL Profile	OIOUBL Profile	No	NAVDK7.10	23-09-13	12:00:00	Yes	No	
1	50000	Job Turnover	Job Turnover	Yes	NL1.00	11-08-15	19:13:20	Yes	No	
1	50001	Job Transactions Temp	Job Transactions Temp	Yes	NL1.00	22-09-15	18:42:15	Yes	No	
1	50070	Job Task LIVE	Job Task	Yes	NAVW17.10	14-08-15	11:53:00	Yes	No	
1	50071	Job Task OLD	Job Task	Yes	NAVW17.10	14-08-15	11:53:42	Yes	No	
1	50090	BACKUP Job Ledger Entry	Job Ledger Entry	Yes	NAVW17.10	24-09-15	07:54:35	Yes	No	
1	50091	BACKUP Res. Ledger Entry	Res. Ledger Entry	Yes	NAVW17.10	24-09-15	08:13:15	Yes	No	
1	50092	B-LIVE Job Ledger Entry	Job Ledger Entry	Yes	NAVW17.10	25-09-15	09:24:24	Yes	No	
1	50093	B-LIVE Res. Ledger Entry	Res. Ledger Entry	Yes	NAVW17.10	25-09-15	09:24:27	Yes	No	
1	50094	B-RESTORE Job Ledger Entry	Job Ledger Entry	Yes	NAVW17.10	25-09-15	09:24:30	Yes	No	
1	50095	B-RESTORE Res. Ledger Entry	Res. Ledger Entry	Yes	NAVW17.10	25-09-15	09:24:33	Yes	No	
1	6014350	EFAK Partner	e|faktura Partner	No	EFAK5.00.01.3.05	12-05-14	13:32:48	Yes	No	
1	6014351	EFAK To Send	e|faktura To Send	No	EFAK7.00.00.3.04	04-12-13	13:23:44	Yes	No	
1	6014352	EFAK Sent	e|faktura Sent	No	EFAK7.00.00.3.07	11-09-14	12:30:02	Yes	No	
1	6014353	EFAK Log	e|faktura Log	No	EFAK5.00.01.2.33	29-08-12	15:10:38	Yes	No	
1	6014354	EFAK Setup	e|faktura Setup	No	EFAK3.01.02.3.08	24-11-14	17:06:05	Yes	No	
1	6014355	EFAK Holidays	EFAK Holidays	No	EFAK3.01.02.2.33	24-08-12	12:48:02	Yes	No	
1	6014356	EFAK Send Advice	e|faktura Send Advice	No	EFAK3.01.02.2.33	27-08-12	13:28:19	Yes	No	
1	6014357	EFAK Conversion Code (Send)	e|faktura Conversion Code (Send)	No	EFAK5.00.01.2.33	29-08-12	15:27:28	Yes	No	
1	6014358	EFAK File List	e|faktura File List	No	EFAK3.01.02.2.33	24-08-12	13:34:44	Yes	No	
1	6014359	EFAK ISO Country/Currency	e|faktura ISO Country/Currency	No	EFAK7.00.00.3.00	29-08-12	15:33:58	Yes	No	
1	6014360	EFAK Receive Advice	e|faktura Receive Advice	No	EFAK3.01.02.2.33	20-09-12	09:42:00	Yes	No	
1	6014361	EFAK Unit Code Conversion	EFAK Unit Code Conversion	No	EFAK3.01.02.3.05	31-03-14	13:04:45	Yes	No	
1	6014362	EFAK Received Document Header	e|faktura Received Document Header	No	EFAK7.00.00.3.02	29-05-13	17:04:31	Yes	No	
1	6014363	EFAK Received Doc. Lines	e|faktura Received Doc. Lines	No	EFAK7.00.00.3.08	25-11-14	15:06:27	Yes	No	
1	6014364	EFAK Received Comment	e|faktura Received Comment	No	EFAK3.01.02.2.33	20-09-12	09:41:08	Yes	No	
1	6014365	EFAK Conv. Codes (Receive)	e|faktura Conv. Codes (Receive)	No	EFAK3.01.02.3.05	18-03-14	17:07:34	Yes	No	
1	6014366	EFAK Tag Attribute	e|faktura Tag Attribute	No	EFAK3.01.02.2.23	23-08-12	15:21:25	Yes	No	
1	6014368	EFAK Item List (Temp)	Item List (Temp)	No	EFAK3.01.02.2.33	23-08-12	15:15:21	Yes	No	
1	6014369	EFAK Attached Document	Attached Document	No	EFAK7.00.00.3.02	28-05-13	15:00:11	Yes	No	
1	6014370	EFAK Received Fact. Text	e|faktura Received Fact. Text	No	EFAK3.01.02.2.33	23-08-12	14:42:48	Yes	No	
1	6014371	EFAK Factoring Setup	e|faktura Factoring Setup	No	EFAK3.70.02.2.33	28-08-12	13:36:18	Yes	No	
1	6014373	EFAK OIOUBL Unit Code	OIOUBL Unit Code List	No	EFAK7.00.00.3.00	23-08-12	14:28:08	Yes	No	
1	6014374	EFAK Error Code	e|faktura Error Code	No	EFAK7.00.00.3.03	28-08-13	14:27:52	Yes	No	
1	6014375	EFAK Change Log	e|faktura Change Log	No	EFAK7.00.00.3.05	18-03-14	13:47:17	Yes	No	
1	6014376	EFAK Accepted Differences	e|faktura Accepted Differences	No	EFAK3.01.02.2.32	06-06-12	10:50:29	Yes	No	
1	6014377	EFAK TempBlob	e|faktura Temp Blob	No	EFAK3.01.02.2.32	19-06-12	14:24:46	Yes	No	
1	6014378	EFAK XML Version	e|faktura XML Version	No	EFAK7.00.00.3.00	12-11-12	14:02:42	Yes	No	
1	6014379	EFAK XML Input file Data	e|faktura XML Input file Data	No	EFAK3.01.02.2.33	23-08-12	13:28:23	Yes	No	
1	6014380	EFAK XML Output file	e|faktura XML Output file	No	EFAK3.01.02.2.33	27-08-12	13:30:30	Yes	No	
1	6014381	EFAK XML Input file	e|faktura XML Input file	No	EFAK3.01.02.2.33	27-08-12	15:58:20	Yes	No	
1	6014382	EFAK Conv. Code (Send)	e|faktura Conv. Code (Send)	No	EFAK7.00.00.3.00	23-08-12	13:00:04	Yes	No	
1	6014383	EFAK Conv. Code (Receive)	e|faktura Conv. Code (Receive)	No	EFAK7.00.00.3.00	23-08-12	13:00:17	Yes	No	
1	6014384	EFAK PBS/PI Channel Setup	PBS/PI Channel Setup	No	EFAK7.00.00.3.05	13-06-14	10:13:31	Yes	No	
1	6014385	EFAK Receipt Code/EAN No.	efaktura Receipt Code/EAN No.	No	EFAK7.00.00.3.00	23-08-12	13:04:12	Yes	No	
1	6014386	EFAK OIOUBL UnitCode Conv	e|faktura OIOUBL UnitCode Convertion	No	EFAK3.00.01.2.33	23-08-12	13:01:10	Yes	No	
1	6014387	EFAK Stylesheet Setup	e|faktura Stylesheet Setup	No	EFAK6.00.10.2.32	31-08-12	10:04:10	Yes	No	
1	6014388	EFAK Error Log	e|faktura Error Log	No	EFAK7.00.00.3.00	04-06-12	15:24:15	Yes	No	
1	6014389	EFAK Conversion	e|faktura Conversion	No	EFAK3.01.02.3.04	01-10-13	16:00:30	Yes	No	
1	6016800	Payment Setup	Payment Setup	No	PM7.00.00.2.14.10	10-03-14	15:32:04	Yes	No	
1	6016801	Payment Method PM	Payment Method PM	No	PM7.00.00.2.12	10-12-09	11:17:57	Yes	No	
1	6016802	Pmt. Meth./Bank Bookk. Central	Pmt. Meth./Bank Bookk. Central	No	PM3.01.01.2.09	02-09-09	13:37:00	Yes	No	
1	6016803	Bank Bookkeeping Branch	Bank Bookkeeping Branch	No	PM7.00.00.2.14.01	03-06-13	08:30:26	Yes	No	
1	6016804	Field Validation	Field Validation	No	PM7.00.00.2.12	07-08-12	11:02:25	Yes	No	
1	6016805	Bank Fee	 Bank Fee	No	PM3.01.01.2.00	24-03-03	14:41:10	Yes	No	
1	6016806	Pmt. Ledger Entry Pmt. Ident.	Payment Ledger Entry Pmt. Ident.	No	PM3.01.01.2.00	24-03-03	14:41:10	Yes	No	
1	6016807	Foreign Advice Designation	Foreign Advice Designation	No	PM3.01.01.2.00	24-03-03	14:41:10	Yes	No	
1	6016808	Manual Advice Definition	Manual Advice Definition	No	PM7.00.00.2.12	24-03-03	14:41:10	Yes	No	
1	6016809	Manual Advice Definition Line	Manual Advice Definition Line	No	PM3.01.01.2.00	24-03-03	14:41:10	Yes	No	
1	6016810	Merge Field	Merge Field	No	PM7.00.00.2.12	07-08-12	11:03:29	Yes	No	
1	6016811	Payment Identification	Payment Identification	No	PM7.00.00.2.12	24-03-03	14:41:10	Yes	No	
1	6016812	Bank Procuration User	Bank Procuration User	No	PM7.00.00.2.13.01	08-02-13	12:48:50	Yes	No	
1	6016813	Bank Procuration Group	Bank Procuration Group	No	PM7.00.00.2.12	24-03-03	14:41:10	Yes	No	
1	6016814	Bank Procuration Setup	Bank Procuration Setup	No	PM3.01.01.2.00	03-07-03	12:47:05	Yes	No	
1	6016815	Pmt. Ledger Entry Proc. Entry	Payment Ledger Entry Procuration Entry	No	PM7.00.00.2.13.01	08-02-13	12:48:30	Yes	No	
1	6016816	Payment Suggestion Setup	Payment Suggestion Setup	No	PM7.00.00.2.12	07-08-12	11:04:16	Yes	No	
1	6016817	Payment Method Group	Payment Method Group	No	PM7.00.00.2.12	09-12-09	14:33:43	Yes	No	
1	6016818	Payment Ledger Entry	Payment Ledger Entry	No	PM7.00.00.2.14.10	15-05-14	13:47:34	Yes	No	
1	6016819	Payment Ledger Entry Advice	Payment Ledger Entry Advice	No	PM3.01.01.2.00	24-03-03	14:41:10	Yes	No	
1	6016820	Payment Ledger Entry Comment	Payment Ledger Entry Comment	No	PM3.01.01.2.00	24-03-03	14:41:10	Yes	No	
1	6016821	Payment Ledger Entry Error Log	Payment Ledger Entry Error Log	No	PM3.01.01.2.09.00	06-02-09	12:54:19	Yes	No	
1	6016822	Payment Ledger Entry History	Payment Ledger Entry History	No	PM7.00.00.2.13.01	08-02-13	12:49:47	Yes	No	
1	6016823	Pmt. Ledger Entry History Text	Pmt. Ledger Entry History Text	No	PM3.01.01.2.00	24-03-03	14:41:10	Yes	No	
1	6016824	Balancing  Accounts	Balancing  Accounts	No	PM7.00.00.2.12	07-08-03	13:38:14	Yes	No	
1	6016825	Vendor/Payment Method	Vendor/Payment Method	No	PM7.00.00.2.12	19-04-10	13:14:56	Yes	No	
1	6016826	Vendor/Payment Information	Vendor/Payment Information	No	PM7.00.00.2.12	12-09-12	14:31:33	Yes	No	
1	6016827	Purch./Payment Advice	Purch./Payment Advice	No	PM3.01.01.2.00	03-06-03	15:15:09	Yes	No	
1	6016828	Purch./Payment Information	Purch./Payment Information	No	PM7.00.00.2.14.10	15-05-14	13:33:42	Yes	No	
1	6016829	Purch. Invoice/Payment Advice	Purch. Invoice/Payment Advice	No	PM3.01.01.2.00	07-07-03	12:57:02	Yes	No	
1	6016830	Purch. Invoice/Pmt Information	Purch. Invoice/Pmt Information	No	PM7.00.00.2.12	07-08-12	15:00:18	Yes	No	
1	6016831	Purpose	Purpose	No	PM7.00.00.2.12	24-03-03	14:41:10	Yes	No	
1	6016832	Blocked Bank Pmt. Method	Blocked Bank Pmt. Method	No	PM7.00.00.2.13.01	08-02-13	12:52:58	Yes	No	
1	6016833	Bank Setup Jnl.	Bank Setup Jnl.	No	PM3.01.01.2.05.02	03-10-07	10:32:28	Yes	No	
1	6016834	Bank Advice Definition	Bank Advice Definition	No	PM7.00.00.2.12	24-03-03	14:41:10	Yes	No	
1	6016835	Exchange Rate Type	Exchange Rate Type	No	PM7.00.00.2.12	24-03-03	14:41:10	Yes	No	
1	6016836	Exch. Rate Type/Bookk. Central	Exch. Rate Type/Bookk. Central	No	PM3.01.01.2.00	08-04-03	09:14:06	Yes	No	
1	6016837	Cost Type (PM)	Cost Type	No	PM7.00.00.2.12	24-03-03	14:41:10	Yes	No	
1	6016838	Cost Type/Bank Bookk. Central	Cost Type/Bank Bookk. Central	No	PM7.00.00.2.12	08-09-09	10:08:32	Yes	No	
1	6016839	Bank	Bank	No	PM7.00.00.2.14	25-10-13	10:59:36	Yes	No	
1	6016840	Field Validation Definition	Field Validation Definition	No	PM3.01.01.2.02	27-07-04	15:24:01	Yes	No	
1	6016841	Field Content (tmp.)	Field Content (tmp.)	No	PM3.01.01.2.02	27-07-04	15:23:13	Yes	No	
1	6016842	Field Validation Error (tmp)	Field Validation Error (tmp)	No	PM3.01.01.2.00	24-03-03	14:41:10	Yes	No	
1	6016843	Purpose/Bookkeeping Central	Purpose/Bookkeeping Central	No	PM3.01.01.2.00	24-03-03	14:41:10	Yes	No	
1	6016844	Vendor Priority	Vendor Priority	No	PM7.00.00.2.12	24-03-03	14:41:10	Yes	No	
1	6016845	Bank Pmt. Prioritizing	Bank Pmt. Prioritizing	No	PM3.01.01.2.00	24-03-03	14:41:10	Yes	No	
1	6016846	Template Merge Field	Template Merge Field	No	PM7.00.00.2.12	08-04-03	10:09:29	Yes	No	
1	6016847	Vendor Payment Group	Vendor Payment Group	No	PM7.00.00.2.12	09-12-09	14:33:04	Yes	No	
1	6016848	Bank Pmt. Prioritizing Line	Bank Pmt. Prioritizing Line	No	PM3.01.01.2.00	24-03-03	14:41:11	Yes	No	
1	6016849	Payment Register	Payment Register	No	PM7.00.00.2.13.01	08-02-13	12:50:39	Yes	No	
1	6016850	Collecting Payments Setup	Collecting Payments Setup	No	PM3.01.01.2.00	19-08-03	13:09:38	Yes	No	
1	6016851	Template Field Property	Template Field Property	No	PM3.01.01.2.00	12-06-03	11:11:11	Yes	No	
1	6016852	Bank Holiday	Bank Holiday	No	PM5.00.00.2.09	24-09-09	14:39:57	Yes	No	
1	6016853	Payment Ledger Entry Statistic	Payment Ledger Entry Statistic	No	PM3.01.01.2.00	24-03-03	14:41:11	Yes	No	
1	6016854	Bank Account Statistic	Bank Account Statistic	No	PM3.01.01.2.00	12-05-03	12:18:08	Yes	No	
1	6016855	Collection Entry Advice	Collection Entry Advice	No	PM3.01.01.2.14.10	08-04-14	14:08:15	Yes	No	
1	6016856	Banks (Export - tmp)	Banks (Export - tmp)	No	PM3.01.01.2.02.05	09-05-05	13:04:03	Yes	No	
1	6016857	Cust. Account Statement	Cust. Account Statement	No	PM3.01.01.2.00	10-09-03	15:12:00	Yes	No	
1	6016858	Cust. Account Statement Line	Cust. Account Statement Line	No	PM3.01.01.2.00	24-03-03	14:41:11	Yes	No	
1	6016859	Payment Field	Payment Field	No	PM3.01.01.2.00	24-03-03	14:41:11	Yes	No	
1	6016860	Cash Rcpt. Advice	Cash Rcpt. Advice	No	PM3.01.01.2.13.01	17-04-13	13:07:18	Yes	No	
1	6016861	Issued Account Statement	Issued Account Statement	No	PM3.01.01.2.00	24-03-03	14:41:11	Yes	No	
1	6016862	Purch. Documents PM	Purch. Documents PM	No	PM3.01.01.2.00	24-03-03	14:41:11	Yes	No	
1	6016863	Field Validation - Messages	Field Validation - Messages	No	PM3.01.01.2.00	08-10-03	16:05:49	Yes	No	
1	6016864	Danske Bank File	Danske Bank File	No	PM3.01.01.2.02.05	07-04-05	11:00:36	Yes	No	
1	6016865	Payment System Text	Payment Systems Text	No	PM3.01.01.2.05.02	28-09-07	09:47:30	Yes	No	
1	6016866	PM Comment Line	PM Comment Line	No	PM3.01.01.2.09	09-12-09	14:46:20	Yes	No	
1	6016867	User login	User login	No	PM7.00.00.2.13.01	07-03-13	13:21:06	Yes	No	
1	6017100	Post Girot Production No	Post Girot Production No.	No	PM3.01.01.2.01	22-10-03	13:51:43	Yes	No	
1	6017150	NKS Setup	NKS Setup	No	PM3.01.01.2.10	10-09-10	10:49:06	Yes	No	
1	6017151	FTP File list (TMP)	FTP File list (TMP)	No	PM7.00.00.2.13.01	08-02-13	12:53:25	Yes	No	
1	6017152	Service Type	Service Type	No	PM7.00.00.2.12	05-04-06	10:31:17	Yes	No	
1	6017153	NKS Error Message	NKS Error Message	No	PM3.01.01.2.04.01	30-05-06	13:53:41	Yes	No	
1	6017154	NKS History	NKS History	No	PM3.01.01.2.04.02	19-09-06	12:37:24	Yes	No	
1	6017200	Bank Reconciliation Rule	Bank Reconciliation Rule	No	PM3.01.01.2.00	29-09-03	10:49:11	Yes	No	
1	6017201	Customer Application Rule	Customer Application Rule	No	PM3.01.01.2.10	07-12-10	13:10:21	Yes	No	
1	6017202	Bank Account Statement PM	Bank Account Statement PM	No	PM7.00.00.2.12	27-09-11	15:21:07	Yes	No	
1	6017203	Bank Acc. Stmt. Line PM	Bank Acc. Stmt. Line PM	No	PM7.00.00.2.14	11-10-13	13:43:09	Yes	No	
1	6017204	Bank Acc. Stmt. Line Advice PM	Bank Acc. Stmt. Line Advice PM	No	PM3.01.01.2.00	24-03-03	14:41:11	Yes	No	
1	6017205	Reconciliation Suggestion	Reconciliation Suggestion	No	PM7.00.00.2.14	04-11-13	11:20:27	Yes	No	
1	6017206	Recon. Suggestion Entry	Recon. Suggestion Entry	No	PM7.00.00.2.14	11-10-13	14:02:21	Yes	No	
1	6017207	Pmt. Ref. Search Rule	Pmt. Ref. Search Rule	No	PM7.10.00.2.14	24-10-13	12:32:06	Yes	No	
1	6017208	Import Bank Acc. Stmnt. Header	Import Bank Acc. Stmnt. Header	No	PM3.01.01.2.11	23-09-11	11:14:10	Yes	No	
1	6017209	Import Bank Acc. Stmnt. Line	Import Bank Acc. Stmnt. Line	No	PM3.01.01.2.11	23-09-11	11:15:16	Yes	No	
1	6017210	Import Bank Acc. Stmnt. Adv.	Import Bank Acc. Stmnt. Adv.	No	PM3.01.01.2.11	04-10-11	14:42:08	Yes	No	
1	6017250	XTL Export Data	XTL Export Data	No	PM3.01.01.2.13.01	15-01-13	15:42:23	Yes	No	
1	6017251	XTL Export Data Advice	XTL Export Data Advice	No	PM3.01.01.2.09.01	18-02-10	15:42:38	Yes	No	
1	6017252	XTL Export Data - Archive	XTL Export Data - Archive	No	PM3.01.01.2.09	01-03-10	13:58:12	Yes	No	
1	6017253	XTL Export Data Adv. - Archive	XTL Export Data Adv. - Archive	No	PM3.01.01.2.09	18-02-10	15:42:16	Yes	No	
1	6017255	CREMUL Journal Batch	CREMUL Journal Batch	No	PM7.00.00.2.12	26-10-09	10:46:19	Yes	No	
1	6017256	CREMUL Journal Line	CREMUL Journal Line	No	PM7.00.00.2.12	07-08-12	15:01:36	Yes	No	
1	6017257	CREMUL Jnl. Setup	CREMUL Jnl. Setup	No	PM3.01.01.2.09	26-10-09	10:53:40	Yes	No	
1	6017258	CREMUL Jnl. Advice	CREMUL Jnl. Advice	No	PM7.00.00.2.12	24-02-10	15:38:26	Yes	No	
1	6085573	Document Capture Setup	Document Capture Setup	No	DCW17.00.00.3.50.07	04-03-14	01:00:00	Yes	No	
1	6085574	Scanner	Scanner	No	DCW13.70.00.3.02	11-11-12	01:00:00	Yes	No	
1	6085575	DC Document Category	Document Category	No	DCW17.00.00.3.50.06	22-01-14	01:00:00	Yes	No	
1	6085576	Document Category Language	Document Category Language	No	DCW13.70.00.3.00	08-07-10	01:00:00	Yes	No	
1	6085577	Document Category Doc. Sep.	Document Separator	No	DCW13.70.00.3.02	11-11-12	01:00:00	Yes	No	
1	6085578	OCR Language	OCR Language	No	DCW13.70.00.3.00	01-07-10	01:00:00	Yes	No	
1	6085579	Template	Template	No	DCW13.70.00.3.50.07	16-03-14	01:00:00	Yes	No	
